FIPS,NAMELSAD,median_renter_wage
0600000US4200368388,Scott township,56120.0
0600000US4200369376,Sewickley borough,46176.0
0600000US4200369416,Sewickley Hills borough,23333.0
0600000US4206979792,Vandling borough,80461.0
0600000US4206982360,West Abington township,53438.0
0600000US4210330976,Greene township,24200.0
0600000US4211100396,Addison borough,0.0
0600000US4211105648,Benson borough,0.0
0600000US4210776032,Tamaqua borough,23164.0
0600000US4210778400,Union township,36250.0
0600000US4211124680,Fairhope township,0.0
0600000US4211131336,Greenville township,40000.0
0600000US4200369776,Sharpsburg borough,32927.0
0600000US4201979904,Venango township,41875.0
0600000US4204171904,Southampton township,51607.0
0600000US4200369584,Shaler township,52841.0
0600000US4206923336,Elmhurst township,30804.0
0600000US4206931016,Greenfield township,43036.0
0600000US4206938096,Jermyn borough,30938.0
0600000US4206938160,Jessup borough,31066.0
0600000US4206941504,La Plume township,0.0
0600000US4206946480,Madison township,23438.0
0600000US4210578248,Ulysses township,48333.0
0600000US4200372400,South Park township,46974.0
0600000US4200372960,Springdale borough,30729.0
0600000US4200372968,Springdale township,35156.0
0600000US4203978304,Union township,49861.0
0600000US4200374648,Stowe township,35885.0
0600000US4200375816,Swissvale borough,31426.0
0600000US4200376104,Tarentum borough,25000.0
0600000US4200377272,Trafford borough,0.0
0600000US4212936592,Hyde Park borough,29375.0
0600000US4212955136,North Irwin borough,38092.0
0600000US4212969368,Seward borough,39583.0
0600000US4210307088,Blooming Grove township,39000.0
0600000US4210340776,Lackawaxen township,59792.0
0600000US4206950880,Moosic borough,37831.0
0600000US4206951208,Moscow borough,0.0
0600000US4206956792,Olyphant borough,30161.0
0600000US4206963432,Ransom township,49318.0
0600000US4206965224,Roaring Brook township,0.0
0600000US4201915816,Connoquenessing township,30714.0
0600000US4211154704,Northampton township,20625.0
0600000US4200134424,Highland township,33611.0
0600000US4200178264,Union township,0.0
0600000US4211165736,Rockwood borough,33750.0
0600000US4211169680,Shanksville borough,56000.0
0600000US4211182128,Wellersburg borough,30833.0
0600000US4203980000,Vernon township,40585.0
0600000US4203981736,Wayne township,38438.0
0600000US4203984008,West Shenango township,26528.0
0600000US4203986168,Woodcock township,39917.0
0600000US4206968400,Scott township,59375.0
0600000US4206969000,Scranton city,27377.0
0600000US4207514944,Cold Spring township,0.0
0600000US4202921928,Easttown township,62981.0
0600000US4202922056,East Whiteland township,85119.0
0600000US4202934448,Highland township,61389.0
0600000US4202939344,Kennett township,48938.0
0600000US4202939352,Kennett Square borough,63292.0
0600000US4202944440,London Britain township,66382.0
0600000US4202944480,London Grove township,45897.0
0600000US4202946792,Malvern borough,86994.0
0600000US4202780552,Walker township,32647.0
0600000US4202786544,Worth township,42500.0
0600000US4201570208,Sheshequin township,48365.0
0600000US4201571312,Smithfield township,61000.0
0600000US4201572096,South Creek township,35625.0
0600000US4201572592,South Waverly borough,0.0
0600000US4201573008,Springfield township,52500.0
0600000US4201573632,Standing Stone township,0.0
0600000US4206971872,South Abington township,60222.0
0600000US4206972896,Spring Brook township,51591.0
0600000US4206976184,Taylor borough,32344.0
0600000US4203948360,Meadville city,26103.0
0600000US4203972872,Springboro borough,27000.0
0600000US4200303932,Baldwin township,45938.0
0600000US4200308008,Braddock Hills borough,11597.0
0600000US4207745656,Lynn township,40438.0
0600000US4207746392,Macungie borough,56136.0
0600000US4207771144,Slatington borough,17727.0
0600000US4202950232,Modena borough,37031.0
0600000US4202953608,New Garden township,61250.0
0600000US4202953784,Newlin township,29125.0
0600000US4202957480,Oxford borough,50077.0
0600000US4202958032,Parkesburg borough,29338.0
0600000US4207782064,Weisenberg township,0.0
0600000US4202960120,Phoenixville borough,52087.0
0600000US4201955992,Oakland township,35208.0
0600000US4201577168,Towanda borough,26577.0
0600000US4201577176,Towanda township,26667.0
0600000US4201577592,Troy township,28333.0
0600000US4201577936,Tuscarora township,32188.0
0600000US4201578232,Ulster township,32330.0
0600000US4202967080,Sadsbury township,52431.0
0600000US4202972072,South Coatesville borough,51250.0
0600000US4211530728,Great Bend borough,31000.0
0600000US4211535624,Hop Bottom borough,40938.0
0600000US4211550736,Montrose borough,30352.0
0600000US4202972920,Spring City borough,40391.0
0600000US4202982704,West Chester borough,46842.0
0600000US4202983104,West Grove borough,51206.0
0600000US4200300724,Aleppo township,53750.0
0600000US4202983664,West Nantmeal township,52692.0
0600000US4202983832,West Pikeland township,106932.0
0600000US4202984104,Westtown township,81212.0
0600000US4202984192,West Whiteland township,84324.0
0600000US4211105776,Berlin borough,16618.0
0600000US4207700660,Alburtis borough,65833.0
0600000US4207711720,Catasauqua borough,46007.0
0600000US4207716128,Coplay borough,28750.0
0600000US4207723584,Emmaus borough,45283.0
0600000US4208567816,Sandy Creek township,57857.0
0600000US4208583496,West Middlesex borough,33971.0
0600000US4208584376,Wheatland borough,17308.0
0600000US4200303608,Avalon borough,35964.0
0600000US4207920512,Duryea borough,27589.0
0600000US4202912744,Charlestown township,91793.0
0600000US4202921624,East Nottingham township,53194.0
0600000US4202923440,Elverson borough,24286.0
0600000US4202961800,Pocopson township,100769.0
0600000US4202981160,Warwick township,33182.0
0600000US4202984160,West Vincent township,100042.0
0600000US4207727008,Fountain Hill borough,26905.0
0600000US4207732400,Hanover township,49167.0
0600000US4207733616,Heidelberg township,0.0
0600000US4207744992,Lower Milford township,62614.0
0600000US4200718200,Darlington township,51010.0
0600000US4200772216,South Heights borough,63542.0
0600000US4213124408,Exeter township,0.0
0600000US4210753376,New Castle township,41875.0
0600000US4211107712,Boswell borough,19792.0
0600000US4211109256,Brothersvalley township,49500.0
0600000US4211110808,Callimont borough,0.0
0600000US4202149104,Middle Taylor township,0.0
0600000US4211112296,Central City borough,22321.0
0600000US4211115680,Confluence borough,20278.0
0600000US4211123168,Elk Lick township,34205.0
0600000US4202152360,Munster township,46250.0
0600000US4202109400,Brownstown borough,26719.0
0600000US4202113384,Chest Springs borough,0.0
0600000US4202120992,East Conemaugh borough,29167.0
0600000US4202175136,Summerhill borough,25000.0
0600000US4200385184,Wilkins township,44327.0
0600000US4200385188,Wilkinsburg borough,31062.0
0600000US4202127360,Franklin borough,18125.0
0600000US4208527688,Fredonia borough,0.0
0600000US4208531328,Greenville borough,31295.0
0600000US4208560336,Pine township,17018.0
0600000US4208569936,Sheakleyville borough,0.0
0600000US4209183912,West Pottsgrove township,40150.0
0600000US4209184624,Whitemarsh township,61000.0
0600000US4209184888,Whitpain township,77798.0
0600000US4209186496,Worcester township,77875.0
0600000US4211135608,Hooversville borough,17386.0
0600000US4211136888,Indian Lake borough,86250.0
0600000US4211138048,Jennerstown borough,30938.0
0600000US4211148912,Meyersdale borough,23661.0
0600000US4211153168,New Baltimore borough,29583.0
0600000US4213332448,Hanover borough,37512.0
0600000US4211153416,New Centerville borough,0.0
0600000US4204183800,West Pennsboro township,0.0
0600000US4204172336,South Middleton township,45250.0
0600000US4201378168,Tyrone borough,26123.0
0600000US4201385272,Williamsburg borough,22188.0
0600000US4201306872,Blair township,65000.0
0600000US4201344328,Logan township,35318.0
0600000US4201386144,Woodbury township,0.0
0600000US4211156352,Ogle township,0.0
0600000US4211157544,Paint borough,30268.0
0600000US4211167584,Salisbury borough,22500.0
0600000US4211169336,Seven Springs borough,0.0
0600000US4211171920,Southampton township,24250.0
0600000US4211174672,Stoystown borough,23750.0
0600000US4211115568,Conemaugh township,27957.0
0600000US4205548704,Mercersburg borough,38864.0
0600000US4211111624,Casselman borough,0.0
0600000US4211145136,Lower Turkeyfoot township,35972.0
0600000US4211149416,Milford township,43387.0
0600000US4211169448,Shade township,33750.0
0600000US4211171784,Somerset township,38750.0
0600000US4211175232,Summit township,32721.0
0600000US4211128520,Garrett borough,31875.0
0600000US4204111272,Carlisle borough,33948.0
0600000US4204119144,Dickinson township,0.0
0600000US4204144984,Lower Mifflin township,47917.0
0600000US4204150472,Monroe township,32105.0
0600000US4204155248,North Newton township,54688.0
0600000US4204178736,Upper Allen township,51066.0
0600000US4206929504,Glenburn township,38750.0
0600000US4212309024,Brokenstraw township,31420.0
0600000US4212313056,Cherry Grove township,0.0
0600000US4212315672,Conewango township,33147.0
0600000US4207904592,Bear Creek township,0.0
0600000US4212954776,North Belle Vernon borough,50288.0
0600000US4208585512,Wilmington township,38424.0
0600000US4208518536,Deer Creek township,0.0
0600000US4208518688,Delaware township,34211.0
0600000US4208524904,Fairview township,25313.0
0600000US4208525360,Farrell city,26630.0
0600000US4208525912,Findley township,60417.0
0600000US4206919160,Dickson City borough,30568.0
0600000US4206948176,Mayfield borough,32361.0
0600000US4200921788,East St. Clair township,38993.0
0600000US4200924304,Everett borough,19821.0
0600000US4200935656,Hopewell township,40284.0
0600000US4206372304,South Mahoning township,24688.0
0600000US4206381256,Washington township,36875.0
0600000US4200921736,East Providence township,24758.0
0600000US4200932840,Harrison township,0.0
0600000US4200972656,South Woodbury township,29028.0
0600000US4207903272,Ashley borough,24883.0
0600000US4207904599,Bear Creek Village borough,0.0
0600000US4201302184,Altoona city,20563.0
0600000US4201327600,Frankstown township,40962.0
0600000US4213352056,Mount Wolf borough,48125.0
0600000US4213355608,North York borough,36279.0
0600000US4213382200,Wellsville borough,55000.0
0600000US4213387064,Yorkana borough,56250.0
0600000US4203383736,Westover borough,0.0
0600000US4212304608,Bear Lake borough,0.0
0600000US4212329328,Glade township,31250.0
0600000US4212318560,Deerfield township,70750.0
0600000US4212322920,Eldred township,0.0
0600000US4212323064,Elk township,34375.0
0600000US4212325304,Farmington township,32222.0
0600000US4207924888,Fairview township,39444.0
0600000US4207933376,Hazle township,24809.0
0600000US4207937792,Jeddo borough,0.0
0600000US4207945568,Luzerne borough,24205.0
0600000US4207983856,West Pittston borough,44924.0
0600000US4200502752,Applewold borough,40385.0
0600000US4212327736,Freehold township,26625.0
0600000US4212343372,Limestone township,0.0
0600000US4212360480,Pine Grove township,26406.0
0600000US4211327096,Fox township,34583.0
0600000US4211334840,Hillsgrove township,0.0
0600000US4200703736,Baden borough,38625.0
0600000US4207906672,Black Creek township,36597.0
0600000US4207915904,Conyngham township,26827.0
0600000US4207916568,Courtdale borough,0.0
0600000US4208533784,Hempfield township,40625.0
0600000US4208534064,Hermitage city,34526.0
0600000US4208537496,Jackson Center borough,0.0
0600000US4207918048,Dallas borough,38750.0
0600000US4207918056,Dallas township,30175.0
0600000US4208537696,Jamestown borough,19491.0
0600000US4208537904,Jefferson township,47321.0
0600000US4208540760,Lackawannock township,33750.0
0600000US4208540928,Lake township,0.0
0600000US4205550544,Mont Alto borough,48056.0
0600000US4212361208,Pleasant township,42625.0
0600000US4212372600,Southwest township,0.0
0600000US4212372952,Spring Creek township,26591.0
0600000US4212375024,Sugar Grove borough,28542.0
0600000US4212375032,Sugar Grove township,45417.0
0600000US4212377512,Triumph township,27000.0
0600000US4212381000,Warren city,29176.0
0600000US4207918868,Dennison township,33750.0
0600000US4207920424,Dupont borough,29458.0
0600000US4207922672,Edwardsville borough,25123.0
0600000US4206304056,Banks township,77917.0
0600000US4206306904,Blairsville borough,35000.0
0600000US4206311120,Canoe township,26667.0
0600000US4206313120,Cherry Tree borough,32500.0
0600000US4206314520,Clymer borough,22614.0
0600000US4206317024,Creekside borough,17917.0
0600000US4208549576,Mill Creek township,52917.0
0600000US4208554304,New Vernon township,43750.0
0600000US4208557304,Otter Creek township,23472.0
0600000US4208563008,Pymatuning township,16818.0
0600000US4208567472,Salem township,28250.0
0600000US4207924392,Exeter borough,30156.0
0600000US4207924752,Fairmount township,60568.0
0600000US4207926880,Forty Fort borough,41063.0
0600000US4206321456,East Mahoning township,46250.0
0600000US4206324040,Ernest borough,66250.0
0600000US4200936640,Hyndman borough,16964.0
0600000US4200938576,Juniata township,30529.0
0600000US4211313000,Cherry township,34583.0
0600000US4211315208,Colley township,0.0
0600000US4200700820,Aliquippa city,17882.0
0600000US4200702288,Ambridge borough,34602.0
0600000US4209171016,Skippack township,69119.0
0600000US4206330816,Green township,14219.0
0600000US4206335408,Homer City borough,27500.0
0600000US4206336816,Indiana borough,20101.0
0600000US4206350624,Montgomery township,32750.0
0600000US4206355184,North Mahoning township,23958.0
0600000US4206360320,Pine township,52868.0
0600000US4206361632,Plumville borough,31875.0
0600000US4211323144,Elkland township,61667.0
0600000US4203330280,Grampian borough,39821.0
0600000US4203335928,Houtzdale borough,39750.0
0600000US4203336512,Huston township,37500.0
0600000US4203337192,Irvona borough,33036.0
0600000US4203338432,Jordan township,0.0
0600000US4209714536,Coal township,21406.0
0600000US4209720928,East Cameron township,31250.0
0600000US4209734080,Herndon borough,34375.0
0600000US4209738456,Jordan township,40417.0
0600000US4209740584,Kulpmont borough,34659.0
0600000US4207927424,Franklin township,53026.0
0600000US4207932416,Hanover township,21892.0
0600000US4200708632,Bridgewater borough,42778.0
0600000US4200708680,Brighton township,23190.0
0600000US4200712016,Center township,34659.0
0600000US4203346568,Mahaffey borough,0.0
0600000US4207933000,Harveys Lake borough,80227.0
0600000US4207933408,Hazleton city,31338.0
0600000US4207935192,Hollenback township,26667.0
0600000US4207936296,Hunlock township,57941.0
0600000US4208567856,Sandy Lake township,62639.0
0600000US4208569720,Sharon city,20687.0
0600000US4208569800,Sharpsville borough,18945.0
0600000US4208572440,South Pymatuning township,51518.0
0600000US4200713488,Chippewa township,46215.0
0600000US4200718192,Darlington borough,58125.0
0600000US4200718264,Daugherty township,40455.0
0600000US4200721968,Eastvale borough,40000.0
0600000US4200704688,Beaver borough,30833.0
0600000US4200725152,Fallston borough,41429.0
0600000US4200735488,Homewood borough,21250.0
0600000US4200758384,Patterson Heights borough,88125.0
0600000US4206310104,Buffington township,28365.0
0600000US4206313072,Cherryhill township,20598.0
0600000US4206371256,Smicksburg borough,0.0
0600000US4206384472,White township,25781.0
0600000US4200762888,Pulaski township,26705.0
0600000US4200783472,West Mayfield borough,43393.0
0600000US4200736776,Independence township,50313.0
0600000US4206363584,Rayne township,32174.0
0600000US4206367648,Saltsburg borough,16080.0
0600000US4206370040,Shelocta borough,70417.0
0600000US4202128328,Gallitzin borough,21250.0
0600000US4202144704,Loretto borough,0.0
0600000US4207937984,Jenkins township,33837.0
0600000US4207939792,Kingston township,20496.0
0600000US4200939720,King township,30417.0
0600000US4200943416,Lincoln township,32500.0
0600000US4200946944,Manns Choice borough,32500.0
0600000US4200958492,Pavia township,60500.0
0600000US4200963312,Rainsburg borough,32917.0
0600000US4200967256,St. Clairsville borough,11250.0
0600000US4203305192,Bell township,62813.0
0600000US4203331752,Gulich township,34615.0
0600000US4203340296,Knox township,31563.0
0600000US4200968072,Saxton borough,19107.0
0600000US4200968152,Schellsburg borough,46000.0
0600000US4200953928,New Paris borough,0.0
0600000US4200971888,Southampton township,15972.0
0600000US4200971544,Snake Spring township,34135.0
0600000US4200983972,West St. Clair township,29167.0
0600000US4203377568,Troutville borough,27500.0
0600000US4203353336,Newburg borough,18750.0
0600000US4203354344,New Washington borough,0.0
0600000US4203357232,Osceola Mills borough,25104.0
0600000US4203360288,Pine township,0.0
0600000US4203367792,Sandy township,23618.0
0600000US4203380640,Wallaceton borough,26250.0
0600000US4200946928,Mann township,0.0
0600000US4200986136,Woodbury township,0.0
0600000US4200915032,Colerain township,29125.0
0600000US4200904952,Bedford township,24634.0
0600000US4200961496,Pleasantville borough,18750.0
0600000US4207100364,Adamstown borough,48375.0
0600000US4207100540,Akron borough,51829.0
0600000US4207104376,Bart township,46250.0
0600000US4200740400,Koppel borough,41042.0
0600000US4207952584,Nanticoke city,31584.0
0600000US4207953448,New Columbus borough,31250.0
0600000US4207955752,Nuangola borough,63333.0
0600000US4200722264,Economy borough,50750.0
0600000US4200723304,Ellwood City borough,0.0
0600000US4200727336,Franklin township,27827.0
0600000US4200727712,Freedom borough,26734.0
0600000US4200728824,Georgetown borough,45417.0
0600000US4200730920,Greene township,57500.0
0600000US4200732392,Hanover township,32167.0
0600000US4200904944,Bedford borough,23203.0
0600000US4200907024,Bloomfield township,0.0
0600000US4200914584,Coaldale borough,0.0
0600000US4207959054,Penn Lake Park borough,0.0
0600000US4207961056,Pittston township,38571.0
0600000US4207961120,Plains township,44663.0
0600000US4206383416,West Mahoning township,50000.0
0600000US4206387160,Young township,31607.0
0600000US4206303032,Armagh borough,21250.0
0600000US4209100156,Abington township,50446.0
0600000US4209102264,Ambler borough,43691.0
0600000US4209108568,Bridgeport borough,47472.0
0600000US4207961656,Plymouth township,39583.0
0600000US4207964424,Rice township,137692.0
0600000US4200735576,Hookstown borough,39375.0
0600000US4200735640,Hopewell township,32331.0
0600000US4200736944,Industry borough,45833.0
0600000US4203358816,Penn township,23125.0
0600000US4200749184,Midland borough,28750.0
0600000US4200750320,Monaca borough,21584.0
0600000US4203313200,Chest township,51667.0
0600000US4203329224,Girard township,0.0
0600000US4203351056,Morris township,46518.0
0600000US4207121232,East Hempfield township,39539.0
0600000US4207113512,Christiana borough,40000.0
0600000US4207118888,Denver borough,24545.0
0600000US4207120688,Earl township,40922.0
0600000US4209131088,Green Lane borough,57614.0
0600000US4205304224,Barnett township,32500.0
0600000US4209144912,Lower Frederick township,54000.0
0600000US4207966272,Ross township,50750.0
0600000US4207971216,Slocum township,0.0
0600000US4207975064,Sugarloaf township,41534.0
0600000US4204900628,Albion borough,20054.0
0600000US4204929240,Girard township,21979.0
0600000US4200753288,New Brighton borough,26356.0
0600000US4209109696,Bryn Athyn borough,72679.0
0600000US4209112968,Cheltenham township,45261.0
0600000US4209115848,Conshohocken borough,80673.0
0600000US4209119672,Douglass township,55893.0
0600000US4209121200,East Greenville borough,51107.0
0600000US4204932520,Harborcreek township,24015.0
0600000US4204949548,Millcreek township,37695.0
0600000US4204349040,Middle Paxton township,57500.0
0600000US4204315640,Conewago township,56250.0
0600000US4204344464,Londonderry township,74044.0
0600000US4204345120,Lower Swatara township,28657.0
0600000US4204375528,Susquehanna township,45725.0
0600000US4204385320,Williamstown borough,31838.0
0600000US4209121600,East Norriton township,50792.0
0600000US4202712376,Centre Hall borough,50288.0
0600000US4202743080,Liberty township,34250.0
0600000US4202766736,Rush township,25652.0
0600000US4202762280,Port Matilda borough,41042.0
0600000US4204513232,Chester Heights borough,80750.0
0600000US4204549504,Millbourne borough,45350.0
0600000US4204558176,Parkside borough,41711.0
0600000US4204562792,Prospect Park borough,37148.0
0600000US4207121688,East Petersburg borough,69634.0
0600000US4207122336,Eden township,41136.0
0600000US4207123016,Elizabethtown borough,41500.0
0600000US4207141216,Lancaster city,31220.0
0600000US4207141224,Lancaster township,45723.0
0600000US4207143816,Lititz borough,39890.0
0600000US4207146888,Manheim borough,37250.0
0600000US4207975832,Swoyersville borough,43271.0
0600000US4207984272,West Wyoming borough,31429.0
0600000US4207984552,White Haven borough,37237.0
0600000US4207985152,Wilkes-Barre city,25823.0
0600000US4207985160,Wilkes-Barre township,46250.0
0600000US4207986584,Wright township,24423.0
0600000US4204577288,Trainer borough,30729.0
0600000US4209135808,Horsham township,63731.0
0600000US4209144920,Lower Gwynedd township,53370.0
0600000US4209145008,Lower Moreland township,28413.0
0600000US4200765392,Rochester borough,16917.0
0600000US4207716056,Coopersburg borough,29766.0
0600000US4200753592,New Galilee borough,0.0
0600000US4200756432,Ohioville borough,51875.0
0600000US4200758375,Patterson township,45156.0
0600000US4200762352,Potter township,38958.0
0600000US4202953816,New London township,54491.0
0600000US4207779104,Upper Macungie township,58491.0
0600000US4207952992,Nescopeck township,21750.0
0600000US4202920920,East Caln township,50703.0
0600000US4202921192,East Goshen township,62188.0
0600000US4202927376,Franklin township,72458.0
0600000US4202935536,Honey Brook township,42854.0
0600000US4202945040,Lower Oxford township,42063.0
0600000US4202968288,Schuylkill township,34427.0
0600000US4202979208,Upper Oxford township,31563.0
0600000US4202980616,Wallace township,50438.0
0600000US4202982576,West Brandywine township,41957.0
0600000US4202982936,West Fallowfield township,61250.0
0600000US4202983968,West Sadsbury township,51000.0
0600000US4213353568,New Freedom borough,52799.0
0600000US4202705256,Bellefonte borough,38912.0
0600000US4202705608,Benner township,28819.0
0600000US4202707424,Boggs township,43950.0
0600000US4209145080,Lower Providence township,63963.0
0600000US4209145096,Lower Salford township,46384.0
0600000US4209147592,Marlborough township,53750.0
0600000US4209150640,Montgomery township,79800.0
0600000US4207146896,Manheim township,44167.0
0600000US4207149728,Millersville borough,27370.0
0600000US4213337640,Jacobus borough,57500.0
0600000US4213344416,Loganville borough,0.0
0600000US4213346864,Manchester borough,48182.0
0600000US4213346872,Manchester township,38171.0
0600000US4213346904,Manheim township,63041.0
0600000US4213353224,Newberry township,42466.0
0600000US4209154656,Norristown borough,36983.0
0600000US4209168328,Schwenksville borough,46563.0
0600000US4209171856,Souderton borough,40882.0
0600000US4209173088,Springfield township,50579.0
0600000US4207121040,East Drumore township,50292.0
0600000US4207151656,Mount Joy borough,42257.0
0600000US4207152016,Mountville borough,28977.0
0600000US4207153696,New Holland borough,31969.0
0600000US4207163064,Quarryville borough,49048.0
0600000US4207174712,Strasburg borough,40625.0
0600000US4207176400,Terre Hill borough,57639.0
0600000US4207183152,West Hempfield township,25790.0
0600000US4202117976,Daisytown borough,0.0
0600000US4200770376,Shippingport borough,116071.0
0600000US4213354056,New Salem borough,83750.0
0600000US4200784444,White township,33261.0
0600000US4200128960,Gettysburg borough,32846.0
0600000US4205147560,Markleysburg borough,24306.0
0600000US4209155512,North Wales borough,49423.0
0600000US4209159120,Pennsburg borough,36686.0
0600000US4209161664,Plymouth township,59554.0
0600000US4209162416,Pottstown borough,33300.0
0600000US4209166576,Royersford borough,45580.0
0600000US4202152616,Nanty-Glo borough,17316.0
0600000US4202155000,Northern Cambria borough,32422.0
0600000US4202158432,Patton borough,17614.0
0600000US4202162048,Portage borough,14883.0
0600000US4202162056,Portage township,20000.0
0600000US4202164544,Richland township,27716.0
0600000US4202717800,Curtin township,31111.0
0600000US4202725624,Ferguson township,32737.0
0600000US4202731472,Gregg township,43417.0
0600000US4209176304,Telford borough,50476.0
0600000US4209179008,Upper Dublin township,59570.0
0600000US4202731960,Haines township,30500.0
0600000US4202732792,Harris township,56083.0
0600000US4202735960,Howard borough,25313.0
0600000US4207113960,Clay township,57889.0
0600000US4207115592,Conestoga township,63125.0
0600000US4207120032,Drumore township,47708.0
0600000US4207121344,East Lampeter township,44321.0
0600000US4207128168,Fulton township,64926.0
0600000US4207142080,Leacock township,47093.0
0600000US4207158840,Penn township,56895.0
0600000US4207146992,Manor township,49412.0
0600000US4207147824,Martic township,0.0
0600000US4207151664,Mount Joy township,59238.0
0600000US4207163440,Rapho township,47459.0
0600000US4207174720,Strasburg township,58875.0
0600000US4207181168,Warwick township,48540.0
0600000US4207182816,West Donegal township,45417.0
0600000US4207108352,Brecknock township,61094.0
0600000US4207115384,Columbia borough,28808.0
0600000US4207121072,East Earl township,48199.0
0600000US4207143832,Little Britain township,58839.0
0600000US4207179080,Upper Leacock township,43882.0
0600000US4209179280,Upper Salford township,87652.0
0600000US4209179056,Upper Gwynedd township,79250.0
0600000US4209179176,Upper Moreland township,52857.0
0600000US4209179240,Upper Pottsgrove township,0.0
0600000US4202175520,Susquehanna township,19688.0
0600000US4213311432,Carroll township,34236.0
0600000US4204336232,Hummelstown borough,32037.0
0600000US4202168104,Scalp Level borough,33594.0
0600000US4202172168,South Fork borough,24583.0
0600000US4202172344,Southmont borough,29792.0
0600000US4202174432,Stonycreek township,23750.0
0600000US4202175144,Summerhill township,45227.0
0600000US4213321728,East Prospect borough,39500.0
0600000US4213325416,Fawn Grove borough,36042.0
0600000US4202758440,Patton township,37161.0
0600000US4204337368,Jackson township,33571.0
0600000US4210721952,East Union township,34167.0
0600000US4213317416,Cross Roads borough,33125.0
0600000US4213318072,Dallastown borough,28456.0
0600000US4213319696,Dover borough,54150.0
0600000US4213329760,Glen Rock borough,31484.0
0600000US4213332056,Hallam borough,60857.0
0600000US4209179040,Upper Frederick township,26795.0
0600000US4202735968,Howard township,40313.0
0600000US4202736504,Huston township,47917.0
0600000US4202747456,Marion township,0.0
0600000US4202749368,Milesburg borough,27375.0
0600000US4202749768,Millheim borough,40278.0
