FIPS,NAMELSAD,median_renter_wage
0600000US4208371248,Smethport borough,29205.0
0600000US4201753304,New Britain township,60156.0
0600000US4201142352,Leesport borough,50417.0
0600000US4201144584,Longswamp township,41786.0
0600000US4201144840,Lower Alsace township,42003.0
0600000US4201146680,Maidencreek township,62736.0
0600000US4201150272,Mohnton borough,41406.0
0600000US4204576576,Thornbury township,0.0
0600000US4204576792,Tinicum township,38500.0
0600000US4204579000,Upper Darby township,39456.0
0600000US4211318296,Davidson township,35625.0
0600000US4211341512,Laporte borough,64063.0
0600000US4211737472,Jackson township,36776.0
0600000US4211757224,Osceola township,46250.0
0600000US4211782160,Wellsboro borough,25938.0
0600000US4212369992,Sheffield township,18281.0
0600000US4205125456,Fayette City borough,0.0
0600000US4205153504,Newell borough,56667.0
0600000US4205156408,Ohiopyle borough,0.0
0600000US4205159520,Perryopolis borough,17232.0
0600000US4205169336,Seven Springs borough,0.0
0600000US4205171320,Smithfield borough,45625.0
0600000US4212361040,Pittsfield township,39444.0
0600000US4205172080,South Connellsville borough,14375.0
0600000US4205174080,Stewart township,35833.0
0600000US4212376696,Tidioute borough,21500.0
0600000US4212381584,Watson township,0.0
0600000US4203707128,Bloomsburg town,26640.0
0600000US4203910904,Cambridge township,25714.0
0600000US4203936616,Hydetown borough,28750.0
0600000US4203967120,Saegertown borough,36771.0
0600000US4203979912,Venango borough,60750.0
0600000US4203972472,South Shenango township,47083.0
0600000US4200382800,West Deer township,28333.0
0600000US4201947672,Mars borough,29464.0
0600000US4201948688,Mercer township,35833.0
0600000US4201957984,Parker township,30625.0
0600000US4201958792,Penn township,0.0
0600000US4201962224,Portersville borough,36964.0
0600000US4201962752,Prospect borough,37981.0
0600000US4201969309,Seven Fields borough,93587.0
0600000US4204978312,Union township,25938.0
0600000US4204978448,Union City borough,25938.0
0600000US4204979928,Venango township,0.0
0600000US4204981456,Waterford borough,26654.0
0600000US4204981472,Waterford township,65083.0
0600000US4208340808,Lafayette township,29135.0
0600000US4208351632,Mount Jewett borough,28393.0
0600000US4208355632,Norwich township,47188.0
0600000US4208357312,Otto township,38482.0
0600000US4208362088,Port Allegany borough,22738.0
0600000US4208369304,Sergeant township,0.0
0600000US4213318800,Delta borough,33750.0
0600000US4213319208,Dillsburg borough,36500.0
0600000US4213325584,Felton borough,33281.0
0600000US4213330016,Goldsboro borough,49167.0
0600000US4200510680,Cadogan township,0.0
0600000US4200518400,Dayton borough,14464.0
0600000US4200542280,Leechburg borough,25357.0
0600000US4201302680,Antis township,37969.0
0600000US4201311760,Catharine township,0.0
0600000US4201347872,Martinsburg borough,26012.0
0600000US4201371624,Snyder township,35435.0
0600000US4201376160,Taylor township,35721.0
0600000US4201378176,Tyrone township,44706.0
0600000US4206137384,Jackson township,48542.0
0600000US4212500988,Allenport borough,21071.0
0600000US4212502384,Amwell township,34375.0
0600000US4212504568,Beallsville borough,0.0
0600000US4212510224,Burgettstown borough,28333.0
0600000US4212511152,Canonsburg borough,36625.0
0600000US4212512704,Charleroi borough,29393.0
0600000US4212514000,Claysville borough,23393.0
0600000US4212514568,Coal Center borough,34375.0
0600000US4212514896,Cokeburg borough,30125.0
0600000US4203903408,Athens township,21500.0
0600000US4203904720,Beaver township,41250.0
0600000US4203907032,Bloomfield township,28958.0
0600000US4203912184,Centerville borough,0.0
0600000US4203914800,Cochranton borough,41250.0
0600000US4203915728,Conneaut township,17656.0
0600000US4203915744,Conneaut Lake borough,44792.0
0600000US4200163616,Reading township,34293.0
0600000US4203917848,Cussewago township,45000.0
0600000US4203921112,East Fallowfield township,44286.0
0600000US4203924568,Fairfield township,21979.0
0600000US4201500572,Alba borough,0.0
0600000US4201503400,Athens township,32253.0
0600000US4201527344,Franklin township,53125.0
0600000US4201553152,New Albany borough,34063.0
0600000US4201575944,Sylvania borough,35000.0
0600000US4201577584,Troy borough,24356.0
0600000US4201586656,Wyalusing borough,28750.0
0600000US4201745112,Lower Southampton township,63034.0
0600000US4201705616,Bensalem township,45398.0
0600000US4201709816,Buckingham township,38287.0
0600000US4201708592,Bridgeton township,0.0
0600000US4201734952,Hilltown township,53304.0
0600000US4201749384,Milford township,54120.0
0600000US4201779128,Upper Makefield township,106500.0
0600000US4201781048,Warrington township,53108.0
0600000US4201776784,Tinicum township,64583.0
0600000US4201720480,Durham township,66667.0
0600000US4201754576,Nockamixon township,81513.0
0600000US4201783960,West Rockhill township,34016.0
0600000US4201764536,Richland township,42344.0
0600000US4201771752,Solebury township,60536.0
0600000US4201919456,Donegal township,53646.0
0600000US4202710272,Burnside township,23250.0
0600000US4201764584,Richlandtown borough,29408.0
0600000US4205334240,Hickory township,63750.0
0600000US4200100116,Abbottstown borough,35000.0
0600000US4200102928,Arendtsville borough,34688.0
0600000US4200105536,Bendersville borough,54375.0
0600000US4200106296,Biglerville borough,35000.0
0600000US4200107560,Bonneauville borough,27109.0
0600000US4200120792,East Berlin borough,36635.0
0600000US4200124560,Fairfield borough,24000.0
0600000US4200136424,Huntington township,50729.0
0600000US4200143944,Littlestown borough,50595.0
0600000US4200321712,East Pittsburgh borough,27443.0
0600000US4200322520,Edgewood borough,48438.0
0600000US4205179344,Upper Tyrone township,28750.0
0600000US4205179768,Vanderbilt borough,28750.0
0600000US4205181232,Washington township,35385.0
0600000US4205184344,Wharton township,49417.0
0600000US4203768392,Scott township,32031.0
0600000US4208308040,Bradford city,21623.0
0600000US4208308048,Bradford township,0.0
0600000US4208312408,Ceres township,34583.0
0600000US4208316352,Corydon township,22500.0
0600000US4208322888,Eldred borough,22292.0
0600000US4205118360,Dawson borough,41875.0
0600000US4206100756,Alexandria borough,41250.0
0600000US4206108896,Broad Top City borough,36250.0
0600000US4206156928,Orbisonia borough,12125.0
0600000US4206167632,Saltillo borough,0.0
0600000US4205148000,Masontown borough,21181.0
0600000US4200187136,York Springs borough,44063.0
0600000US4205338016,Jenks township,37898.0
0600000US4211143440,Lincoln township,33250.0
0600000US4200319576,Dormont borough,45804.0
0600000US4201947448,Marion township,47115.0
0600000US4211179336,Upper Turkeyfoot township,38194.0
0600000US4212315408,Columbus township,35417.0
0600000US4205335992,Howe township,0.0
0600000US4205159464,Perry township,31528.0
0600000US4205172544,South Union township,26979.0
0600000US4211100404,Addison township,0.0
0600000US4211100876,Allegheny township,33750.0
0600000US4211106640,Black township,31528.0
0600000US4211137920,Jefferson township,50833.0
0600000US4211138032,Jenner township,41146.0
0600000US4211141568,Larimer township,50625.0
0600000US4211149024,Middlecreek township,31719.0
0600000US4211157552,Paint township,18553.0
0600000US4211163144,Quemahoning township,32232.0
0600000US4211171776,Somerset borough,22845.0
0600000US4211174440,Stonycreek township,28125.0
0600000US4209557672,Palmer township,68682.0
0600000US4209504032,Bangor borough,31419.0
0600000US4209521648,Easton city,33873.0
0600000US4209533744,Hellertown borough,36422.0
0600000US4209585664,Wind Gap borough,30294.0
0600000US4209581296,Washington township,45650.0
0600000US4200364528,Richland township,45972.0
0600000US4208322896,Eldred township,36667.0
0600000US4208326936,Foster township,25197.0
0600000US4208332168,Hamilton township,0.0
0600000US4208332232,Hamlin township,20568.0
0600000US4208338688,Kane borough,26438.0
0600000US4200362320,Port Vue borough,28835.0
0600000US4200363408,Rankin borough,28811.0
0600000US4201719792,Doylestown township,45000.0
0600000US4201737304,Ivyland borough,0.0
0600000US4201754192,Newtown township,70625.0
0600000US4201780952,Warminster township,46745.0
0600000US4209133088,Hatboro borough,53580.0
0600000US4209152664,Narberth borough,67237.0
0600000US4209177304,Trappe borough,56250.0
0600000US4209182736,West Conshohocken borough,105625.0
0600000US4209500948,Allen township,61162.0
0600000US4209506088,Bethlehem city,35060.0
0600000US4209527760,Freemansburg borough,40313.0
0600000US4212160472,Pinegrove township,48846.0
0600000US4212123568,Emlenton borough,22115.0
0600000US4212127456,Franklin city,23958.0
0600000US4200950424,Monroe township,22375.0
0600000US4203310288,Burnside township,30625.0
0600000US4204149072,Middlesex township,33523.0
0600000US4206322048,East Wheatfield township,37794.0
0600000US4209554696,Northampton borough,39784.0
0600000US4209506096,Bethlehem township,43287.0
0600000US4209510400,Bushkill township,40000.0
0600000US4209512656,Chapman borough,45313.0
0600000US4209520736,East Allen township,0.0
0600000US4209520776,East Bangor borough,36406.0
0600000US4200332624,Harmar township,49250.0
0600000US4200333312,Haysville borough,0.0
0600000US4200337000,Ingram borough,43654.0
0600000US4209529568,Glendon borough,56250.0
0600000US4200377912,Turtle Creek borough,26597.0
0600000US4200380032,Verona borough,25167.0
0600000US4200380040,Versailles borough,26000.0
0600000US4211320528,Dushore borough,14271.0
0600000US4211320648,Eagles Mere borough,0.0
0600000US4212100884,Allegheny township,45833.0
0600000US4212104136,Barkeyville borough,65000.0
0600000US4200308624,Bridgeville borough,35000.0
0600000US4200313392,Cheswick borough,48750.0
0600000US4211326760,Forksville borough,48281.0
0600000US4211341520,Laporte township,38438.0
0600000US4210500108,Abbott township,35000.0
0600000US4210506432,Bingham township,36250.0
0600000US4210945992,McClure borough,40455.0
0600000US4210524184,Eulalia township,67083.0
0600000US4210528280,Galeton borough,14643.0
0600000US4210528760,Genesee township,33750.0
0600000US4200380600,Wall borough,36500.0
0600000US4205128792,Georges township,35598.0
0600000US4205145144,Lower Tyrone township,44375.0
0600000US4205155464,North Union township,26860.0
0600000US4209545016,Lower Mount Bethel township,40847.0
0600000US4209545024,Lower Nazareth township,71739.0
0600000US4212705784,Berlin township,29423.0
0600000US4212705976,Bethany borough,30625.0
0600000US4212711056,Canaan township,23125.0
0600000US4208904320,Barrett township,17267.0
0600000US4208913328,Chestnuthill township,47827.0
0600000US4208922904,Eldred township,49766.0
0600000US4209550824,Moore township,0.0
0600000US4209552808,Nazareth borough,43083.0
0600000US4209558696,Pen Argyl borough,51075.0
0600000US4209562264,Portland borough,50781.0
0600000US4212111080,Canal township,21250.0
0600000US4212113136,Cherrytree township,41250.0
0600000US4212114344,Clinton township,30625.0
0600000US4210757752,Palo Alto borough,38750.0
0600000US4210703264,Ashland borough,19904.0
0600000US4210710488,Butler township,0.0
0600000US4210751488,Mount Carbon borough,0.0
0600000US4210770056,Shenandoah borough,14661.0
0600000US4200320432,Duquesne city,17847.0
0600000US4200321444,East McKeesport borough,25625.0
0600000US4212137200,Irwin township,76250.0
0600000US4212137480,Jackson township,46071.0
0600000US4212150048,Mineral township,51000.0
0600000US4212713096,Cherry Ridge township,60568.0
0600000US4212720576,Dyberry township,43942.0
0600000US4212733200,Hawley borough,18947.0
0600000US4212735520,Honesdale borough,22323.0
0600000US4212156024,Oakland township,23750.0
0600000US4212156456,Oil City city,25440.0
0600000US4212156480,Oil Creek township,37083.0
0600000US4212740936,Lake township,39040.0
0600000US4212757000,Oregon township,26042.0
0600000US4208951912,Mount Pocono borough,21250.0
0600000US4208961728,Pocono township,39660.0
0600000US4208966280,Ross township,27157.0
0600000US4210533512,Hebron township,66563.0
0600000US4210561400,Pleasant Valley township,0.0
0600000US4210562072,Portage township,0.0
0600000US4210569736,Sharon township,33333.0
0600000US4205530896,Greencastle borough,53789.0
0600000US4205545496,Lurgan township,50000.0
0600000US4205570352,Shippensburg borough,76972.0
0600000US4205571912,Southampton township,28125.0
0600000US4204172384,South Newton township,66250.0
0600000US4205115776,Connellsville city,18741.0
0600000US4205133896,Henry Clay township,0.0
0600000US4205542888,Letterkenny township,42656.0
0600000US4205557112,Orrstown borough,48333.0
0600000US4206509224,Brookville borough,27727.0
0600000US4206581264,Washington township,35000.0
0600000US4206750480,Monroe township,34226.0
0600000US4206905696,Benton township,82734.0
0600000US4209777830,Turbot township,36250.0
0600000US4206914256,Clifton township,0.0
0600000US4209302664,Anthony township,73125.0
0600000US4209526728,Forks township,52708.0
0600000US4209910008,Buffalo township,34167.0
0600000US4209912360,Centre township,41071.0
0600000US4209580800,Walnutport borough,47250.0
0600000US4209582832,West Easton borough,42292.0
0600000US4205776176,Taylor township,33125.0
0600000US4210582568,West Branch township,43125.0
0600000US4210782632,West Brunswick township,52232.0
0600000US4209566168,Roseto borough,33250.0
0600000US4209579192,Upper Nazareth township,73333.0
0600000US4209585592,Wilson borough,39615.0
0600000US4209574232,Stockertown borough,36103.0
0600000US4200323616,Emsworth borough,34970.0
0600000US4212762600,Preston township,27917.0
0600000US4212762744,Prompton borough,63194.0
0600000US4212772024,South Canaan township,35000.0
0600000US4212773784,Starrucca borough,65000.0
0600000US4212773968,Sterling township,41875.0
0600000US4212781712,Waymart borough,24107.0
0600000US4212709824,Buckingham township,21250.0
0600000US4208977776,Tunkhannock township,41066.0
0600000US4209318136,Danville borough,25402.0
0600000US4209343360,Limestone township,48750.0
0600000US4209383144,West Hemlock township,58125.0
0600000US4210574072,Stewardson township,0.0
0600000US4210575952,Sylvania township,0.0
0600000US4210981320,Washington township,44750.0
0600000US4210584360,Wharton township,0.0
0600000US4210503576,Austin borough,53125.0
0600000US4210937448,Jackson township,45417.0
0600000US4210958864,Penn township,0.0
0600000US4210959504,Perry township,47563.0
0600000US4203304888,Beccaria township,42875.0
0600000US4203331376,Greenwood township,53750.0
0600000US4200342368,Leet township,48750.0
0600000US4200351744,Mount Oliver borough,21987.0
0600000US4200353136,Neville township,33929.0
0600000US4210726944,Foster township,44250.0
0600000US4207502600,Annville township,39167.0
0600000US4207506040,Bethel township,63333.0
0600000US4207516256,Cornwall borough,60688.0
0600000US4207533608,Heidelberg township,60417.0
0600000US4210160000,Philadelphia city,33227.0
0600000US4207514160,Cleona borough,53021.0
0600000US4207554720,North Annville township,39327.0
0600000US4207537392,Jackson township,56797.0
0600000US4207538400,Jonestown borough,32679.0
0600000US4207542168,Lebanon city,30629.0
0600000US4207549560,Millcreek township,0.0
0600000US4207552488,Myerstown borough,25063.0
0600000US4207554928,North Cornwall township,40192.0
0600000US4203307008,Bloom township,57500.0
0600000US4203307432,Boggs township,31250.0
0600000US4203308032,Bradford township,0.0
0600000US4210755192,North Manheim township,20750.0
0600000US4203314064,Clearfield borough,24063.0
0600000US4203316040,Cooper township,33125.0
0600000US4203318456,Decatur township,11653.0
0600000US4203320136,DuBois city,27371.0
0600000US4203325136,Falls Creek borough,0.0
0600000US4203330152,Goshen township,32292.0
0600000US4203338784,Karthaus township,27500.0
0600000US4203341952,Lawrence township,30101.0
0600000US4203360192,Pike township,16280.0
0600000US4212166440,Rouseville borough,35625.0
0600000US4203363360,Ramey borough,36667.0
0600000US4203378296,Union township,25625.0
0600000US4203386440,Woodward township,23750.0
0600000US4212161552,Plum township,22500.0
0600000US4212162544,President township,43393.0
0600000US4208162184,Porter township,29167.0
0600000US4212179472,Utica borough,71250.0
0600000US4212180168,Victory township,21250.0
0600000US4208548696,Mercer borough,22235.0
0600000US4207555160,North Lebanon township,43208.0
0600000US4207571928,South Annville township,36000.0
0600000US4207572288,South Lebanon township,50000.0
0600000US4207572296,South Londonderry township,37841.0
0600000US4207551568,Mount Gretna borough,0.0
0600000US4201574032,Stevens township,0.0
0600000US4207555176,North Londonderry township,47429.0
0600000US4207582752,West Cornwall township,34375.0
0600000US4207583312,West Lebanon township,79375.0
0600000US4206504240,Barnett township,30208.0
0600000US4206560368,Pine Creek township,35750.0
0600000US4206566032,Rose township,39167.0
0600000US4206578336,Union township,21000.0
0600000US4206586568,Worthville borough,0.0
0600000US4206562176,Porter township,40625.0
0600000US4203921504,East Mead township,48333.0
0600000US4206762304,Port Royal borough,26833.0
0600000US4212718104,Damascus township,47008.0
0600000US4212757736,Palmyra township,45347.0
0600000US4212776424,Texas township,48750.0
0600000US4212742176,Lebanon township,41250.0
0600000US4212742432,Lehigh township,25583.0
0600000US4209744856,Lower Augusta township,19167.0
0600000US4206911232,Carbondale city,25204.0
0600000US4203963400,Randolph township,40714.0
0600000US4203964600,Richmond township,23456.0
0600000US4206954680,North Abington township,89583.0
0600000US4203965960,Rome township,35833.0
0600000US4206956576,Old Forge borough,43469.0
0600000US4207939784,Kingston borough,30168.0
0600000US4207940920,Lake township,43571.0
0600000US4207942504,Lehman township,72386.0
0600000US4202331632,Grove township,0.0
0600000US4202370336,Shippen township,22250.0
0600000US4211943368,Limestone township,62679.0
0600000US4211978424,Union township,30357.0
0600000US4211984496,White Deer township,33324.0
0600000US4205779644,Valley-Hi borough,0.0
0600000US4205776984,Todd township,19286.0
0600000US4205703704,Ayr township,43393.0
0600000US4213312584,Chanceford township,0.0
0600000US4213315656,Conewago township,76607.0
0600000US4213319704,Dover township,46480.0
0600000US4213321464,East Manchester township,54500.0
0600000US4213325408,Fawn township,51667.0
0600000US4213327576,Franklintown borough,50000.0
0600000US4213333624,Heidelberg township,36691.0
0600000US4208515992,Coolspring township,28438.0
0600000US4206585840,Winslow township,25875.0
0600000US4208102656,Anthony township,24375.0
0600000US4208111560,Cascade township,47500.0
0600000US4208120144,Duboistown borough,49625.0
0600000US4208138448,Jordan township,39750.0
0600000US4208145224,Loyalsock township,26102.0
0600000US4208145584,Lycoming township,64583.0
0600000US4208146208,McIntyre township,67813.0
0600000US4208160128,Piatt township,0.0
0600000US4208160136,Picture Rocks borough,50000.0
0600000US4206581120,Warsaw township,34167.0
0600000US4206504728,Beaver township,0.0
0600000US4206516304,Corsica borough,32500.0
0600000US4206533448,Heath township,27500.0
0600000US4206575168,Summerville borough,26563.0
0600000US4206575888,Sykesville borough,19750.0
0600000US4208170552,Shrewsbury township,40625.0
0600000US4208181576,Watson township,58906.0
0600000US4208185984,Wolf township,31705.0
0600000US4210717152,Cressona borough,26563.0
0600000US4210718576,Deer Lake borough,0.0
0600000US4206559480,Perry township,0.0
0600000US4211740360,Knoxville borough,33438.0
0600000US4206330416,Grant township,18393.0
0600000US4208104424,Bastress township,36250.0
0600000US4208108136,Brady township,0.0
0600000US4202319976,Driftwood borough,0.0
0600000US4202323600,Emporium borough,21020.0
0600000US4211707152,Bloss township,14063.0
0600000US4211707160,Blossburg borough,22500.0
0600000US4211712880,Chatham township,0.0
0600000US4202329008,Gibson township,43750.0
0600000US4208921872,East Stroudsburg borough,29193.0
0600000US4208961928,Polk township,0.0
0600000US4212505672,Bentleyville borough,16563.0
0600000US4210703488,Auburn borough,26875.0
0600000US4210704352,Barry township,19444.0
0600000US4210729088,Gilberton borough,24375.0
0600000US4210749048,Middleport borough,31750.0
0600000US4210707336,Blythe township,0.0
0600000US4210777392,Tremont borough,33456.0
0600000US4210777400,Tremont township,0.0
0600000US4210779120,Upper Mahantongo township,58125.0
0600000US4210780576,Walker township,51250.0
0600000US4210781312,Washington township,43625.0
0600000US4203910912,Cambridge Springs borough,30667.0
0600000US4203915760,Conneautville borough,35714.0
0600000US4203977232,Townville borough,24000.0
0600000US4212519536,Donora borough,14932.0
0600000US4212525944,Finleyville borough,27431.0
0600000US4212554888,North Charleroi borough,23182.0
0600000US4212572736,Speers borough,0.0
0600000US4211541656,Lathrop township,30500.0
0600000US4211549152,Middletown township,33125.0
0600000US4211553880,New Milford borough,21477.0
0600000US4210720880,East Brunswick township,43750.0
0600000US4210721616,East Norwegian township,24375.0
0600000US4210722912,Eldred township,40750.0
0600000US4210727232,Frackville borough,27007.0
0600000US4204705576,Benezette township,35500.0
0600000US4210727248,Frailey township,52500.0
0600000US4210729264,Girardville borough,25083.0
0600000US4210733584,Hegins township,56750.0
0600000US4210736072,Hubley township,23750.0
0600000US4210740096,Kline township,49167.0
0600000US4210745824,McAdoo borough,26065.0
0600000US4202539608,Kidder township,0.0
0600000US4202558304,Parryville borough,26522.0
0600000US4202542400,Lehigh township,65625.0
0600000US4202545128,Lower Towamensing township,39918.0
0600000US4202546640,Mahoning township,57054.0
0600000US4202553088,Nesquehoning borough,42458.0
0600000US4202557696,Palmerton borough,40208.0
0600000US4202575248,Summit Hill borough,21482.0
0600000US4204727088,Fox township,36083.0
0600000US4204734464,Highland township,29722.0
0600000US4204735816,Horton township,31250.0
0600000US4204738248,Johnsonburg borough,26298.0
0600000US4204738368,Jones township,26827.0
0600000US4204764784,Ridgway borough,24509.0
0600000US4210746592,Mahanoy City borough,31923.0
0600000US4210748448,Mechanicsville borough,67857.0
0600000US4210750088,Minersville borough,17109.0
0600000US4210513760,Clara township,24500.0
0600000US4210753944,New Philadelphia borough,23313.0
0600000US4210754016,New Ringgold borough,54167.0
0600000US4210755472,North Union township,45875.0
0600000US4210755624,Norwegian township,27250.0
0600000US4210757184,Orwigsburg borough,51771.0
0600000US4213114360,Clinton township,47721.0
0600000US4207903640,Avoca borough,33450.0
0600000US4202504048,Banks township,32500.0
0600000US4202507880,Bowmanstown borough,33750.0
0600000US4206505200,Bell township,32750.0
0600000US4206506344,Big Run borough,52656.0
0600000US4206508960,Brockway borough,33393.0
0600000US4202581856,Weatherly borough,40956.0
0600000US4202582080,Weissport borough,18214.0
0600000US4204772928,Spring Creek township,0.0
0600000US4204749888,Millstone township,0.0
0600000US4210760456,Pine Grove borough,32656.0
0600000US4210760464,Pine Grove township,0.0
0600000US4210762128,Port Carbon borough,0.0
0600000US4210762136,Port Clinton borough,0.0
0600000US4210762200,Porter township,41696.0
0600000US4210762432,Pottsville city,18492.0
0600000US4210764088,Reilly township,23438.0
0600000US4211502792,Ararat township,45781.0
0600000US4211519264,Dimock township,0.0
0600000US4211529024,Gibson township,65250.0
0600000US4202521664,East Penn township,47500.0
0600000US4202521816,East Side borough,26563.0
0600000US4202527368,Franklin township,48500.0
0600000US4202538200,Jim Thorpe borough,42162.0
0600000US4202541888,Lausanne township,39375.0
0600000US4210557288,Oswayo township,43125.0
0600000US4207927744,Freeland borough,25332.0
0600000US4202542472,Lehighton borough,28138.0
0600000US4207940848,Laflin borough,47083.0
0600000US4207952984,Nescopeck borough,37083.0
0600000US4206514408,Clover township,29583.0
0600000US4206525136,Falls Creek borough,0.0
0600000US4206528592,Gaskill township,30417.0
0600000US4206533816,Henderson township,60455.0
0600000US4206545888,McCalmont township,36979.0
0600000US4201786624,Wrightstown township,65417.0
0600000US4207961648,Plymouth borough,38898.0
0600000US4213150496,Monroe township,60417.0
0600000US4207970224,Shickshinny borough,22857.0
0600000US4210767224,St. Clair borough,25571.0
0600000US4210768304,Schuylkill township,0.0
0600000US4210768312,Schuylkill Haven borough,33125.0
0600000US4210772312,South Manheim township,93405.0
0600000US4210777184,Tower City borough,35833.0
0600000US4210533568,Hector township,0.0
0600000US4203140288,Knox township,30536.0
0600000US4203146464,Madison township,30625.0
0600000US4203164552,Richland township,0.0
0600000US4206556712,Oliver township,29750.0
0600000US4206561920,Polk township,41563.0
0600000US4201117720,Cumru township,48894.0
0600000US4201133600,Heidelberg township,61719.0
0600000US4201147440,Marion township,53977.0
0600000US4201151760,Mount Penn borough,29481.0
0600000US4201164592,Richmond township,52625.0
0600000US4200559440,Perry township,0.0
0600000US4204154320,Newville borough,35100.0
0600000US4200356088,Oakmont borough,49602.0
0600000US4200361000,Pittsburgh city,33992.0
0600000US4200361536,Plum borough,49497.0
0600000US4200365352,Robinson township,65658.0
0600000US4200372568,South Versailles township,51528.0
0600000US4200315216,Collier township,62381.0
0600000US4200316848,Crafton borough,29226.0
0600000US4208150936,Moreland township,66667.0
0600000US4206562920,Punxsutawney borough,18633.0
0600000US4206564376,Reynoldsville borough,21284.0
0600000US4207975072,Sugar Notch borough,66500.0
0600000US4207986856,Wyoming borough,29568.0
0600000US4207986952,Yatesville borough,34583.0
0600000US4203103248,Ashland township,30000.0
0600000US4203104696,Beaver township,36771.0
0600000US4203108112,Brady township,0.0
0600000US4203113800,Clarion borough,19440.0
0600000US4203120840,East Brady borough,16979.0
0600000US4203123040,Elk township,0.0
0600000US4203123568,Emlenton borough,0.0
0600000US4203125272,Farmington township,18000.0
0600000US4203127112,Foxburg borough,0.0
0600000US4200379274,Upper St. Clair township,61397.0
0600000US4200382848,West Elizabeth borough,32222.0
0600000US4203133216,Hawthorn borough,36250.0
0600000US4203143192,Licking township,0.0
0600000US4203143344,Limestone township,44239.0
0600000US4200383200,West Homestead borough,21492.0
0600000US4200384144,West View borough,37846.0
0600000US4200384440,Whitaker borough,34904.0
0600000US4200384512,Whitehall borough,28630.0
0600000US4200384704,White Oak borough,33167.0
0600000US4203150464,Monroe township,24625.0
0600000US4203153248,New Bethlehem borough,17829.0
0600000US4203160648,Piney township,38750.0
0600000US4203164904,Rimersburg borough,16429.0
0600000US4203167384,St. Petersburg borough,32750.0
0600000US4203167432,Salem township,51250.0
0600000US4201110696,Caernarvon township,75417.0
0600000US4203170368,Shippenville borough,32188.0
0600000US4203174728,Strattanville borough,36250.0
0600000US4203176928,Toby township,46607.0
0600000US4203181208,Washington township,47891.0
0600000US4208103072,Armstrong township,37656.0
0600000US4208117696,Cummings township,48750.0
0600000US4208152288,Muncy Creek township,0.0
0600000US4208158848,Penn township,0.0
0600000US4208161640,Plunketts Creek township,48750.0
0600000US4208167616,Salladasburg borough,43750.0
0600000US4206571632,Snyder township,36458.0
0600000US4206576744,Timblin borough,0.0
0600000US4206587168,Young township,33438.0
0600000US4206540304,Knox township,26875.0
0600000US4207936432,Huntington township,45000.0
0600000US4206522872,Eldred township,35833.0
0600000US4206564960,Ringgold township,29107.0
0600000US4210783408,West Mahanoy township,0.0
0600000US4210783792,West Penn township,39554.0
0600000US4209949632,Miller township,41094.0
0600000US4209958856,Penn township,53365.0
0600000US4209968032,Saville township,46875.0
0600000US4209976920,Toboyne township,21250.0
0600000US4209911416,Carroll township,37593.0
0600000US4209907040,Bloomfield borough,37105.0
0600000US4209920240,Duncannon borough,19907.0
0600000US4208937424,Jackson township,54905.0
0600000US4200704792,Beaver Falls city,23835.0
0600000US4211931480,Gregg township,36250.0
0600000US4211932936,Hartleton borough,58750.0
0600000US4211932952,Hartley township,40313.0
0600000US4211942960,Lewis township,48750.0
0600000US4211942976,Lewisburg borough,30201.0
0600000US4201305384,Bellwood borough,41042.0
0600000US4212578432,Union township,50977.0
0600000US4212519464,Donegal township,0.0
0600000US4212511800,Cecil township,60035.0
0600000US4212510768,California borough,14410.0
0600000US4212565376,Robinson township,30000.0
0600000US4212537936,Jefferson township,0.0
0600000US4212511176,Canton township,50476.0
0600000US4212511424,Carroll township,20160.0
0600000US4212572176,South Franklin township,42794.0
0600000US4212532440,Hanover township,32083.0
0600000US4212571792,Somerset township,0.0
0600000US4212582512,West Bethlehem township,33636.0
0600000US4212572504,South Strabane township,34203.0
0600000US4212583504,West Middletown borough,40313.0
0600000US4212506840,Blaine township,61250.0
0600000US4212555432,North Strabane township,44873.0
0600000US4208573080,Springfield township,53750.0
0600000US4206925560,Fell township,28250.0
0600000US4206954136,Newton township,51583.0
0600000US4211953200,New Berlin borough,30536.0
0600000US4211939136,Kelly township,23300.0
0600000US4208575008,Sugar Grove township,45833.0
0600000US4208586552,Worth township,31250.0
0600000US4208553768,New Lebanon borough,0.0
0600000US4211762960,Putnam township,25000.0
0600000US4211778416,Union township,53281.0
0600000US4211782968,Westfield borough,17802.0
0600000US4202345432,Lumber township,0.0
0600000US4202362064,Portage township,40000.0
0600000US4211716680,Covington township,37250.0
0600000US4211718760,Delmar township,55801.0
0600000US4211723152,Elkland borough,18523.0
0600000US4211725296,Farmington township,54028.0
0600000US4211728264,Gaines township,46111.0
0600000US4211732192,Hamilton township,49063.0
0600000US4204111000,Camp Hill borough,59118.0
0600000US4204115920,Cooke township,0.0
0600000US4204142648,Lemoyne borough,44896.0
0600000US4204144832,Lower Allen township,44539.0
0600000US4200546456,Madison township,53125.0
0600000US4204148376,Mechanicsburg borough,34722.0
0600000US4201300852,Allegheny township,31162.0
0600000US4201320248,Duncansville borough,36667.0
0600000US4201327720,Freedom township,46944.0
0600000US4201331000,Greenfield township,35444.0
0600000US4208109280,Brown township,0.0
0600000US4208114336,Clinton township,35682.0
0600000US4208114872,Cogan House township,47083.0
0600000US4208124592,Fairfield township,52500.0
0600000US4208133944,Hepburn township,37902.0
